Entidad federativa,Grupos quinquenales de edad,Estimador,Población total,Hombres,Mujeres
03 Baja California Sur,30-34 años,Error estándar,"2,482","1,445","1,201"
03 Baja California Sur,30-34 años,Límite inferior de confianza,"57,409","29,461","27,678"
03 Baja California Sur,30-34 años,Límite superior de confianza,"65,581","34,219","31,632"
03 Baja California Sur,30-34 años,Coeficiente de variación,4.04,4.54,4.05
03 Baja California Sur,30-34 años,DEFF,1.23,1.42,1.1
03 Baja California Sur,35-39 años,Valor,"59,629","30,646","28,983"
03 Baja California Sur,35-39 años,Error estándar,"2,511","1,452","1,244"
03 Baja California Sur,35-39 años,Límite inferior de confianza,"55,495","28,256","26,935"
03 Baja California Sur,35-39 años,Límite superior de confianza,"63,763","33,036","31,031"
03 Baja California Sur,35-39 años,Coeficiente de variación,4.21,4.74,4.29
03 Baja California Sur,35-39 años,DEFF,1.33,1.48,1.27
03 Baja California Sur,40-44 años,Valor,"52,637","26,707","25,930"
03 Baja California Sur,40-44 años,Error estándar,"1,794","1,043","1,011"
03 Baja California Sur,40-44 años,Límite inferior de confianza,"49,684","24,990","24,265"
03 Baja California Sur,40-44 años,Límite superior de confianza,"55,590","28,424","27,595"
03 Baja California Sur,40-44 años,Coeficiente de variación,3.41,3.91,3.9
03 Baja California Sur,40-44 años,DEFF,0.92,1.08,1.06
03 Baja California Sur,45-49 años,Valor,"42,500","21,326","21,174"
03 Baja California Sur,45-49 años,Error estándar,"2,000","1,166","1,034"
03 Baja California Sur,45-49 años,Límite inferior de confianza,"39,208","19,406","19,472"
03 Baja California Sur,45-49 años,Límite superior de confianza,"45,792","23,246","22,876"
03 Baja California Sur,45-49 años,Coeficiente de variación,4.71,5.47,4.88
03 Baja California Sur,45-49 años,DEFF,1.73,2.06,1.56
03 Baja California Sur,50-54 años,Valor,"35,051","17,602","17,449"
03 Baja California Sur,50-54 años,Error estándar,"1,419",810,769
03 Baja California Sur,50-54 años,Límite inferior de confianza,"32,716","16,268","16,183"
03 Baja California Sur,50-54 años,Límite superior de confianza,"37,386","18,936","18,715"
03 Baja California Sur,50-54 años,Coeficiente de variación,4.05,4.6,4.41
03 Baja California Sur,50-54 años,DEFF,1.19,1.29,1.22
03 Baja California Sur,55-59 años,Valor,"27,370","13,240","14,130"
03 Baja California Sur,55-59 años,Error estándar,"1,198",668,688
03 Baja California Sur,55-59 años,Límite inferior de confianza,"25,398","12,140","12,998"
03 Baja California Sur,55-59 años,Límite superior de confianza,"29,342","14,340","15,262"
03 Baja California Sur,55-59 años,Coeficiente de variación,4.38,5.05,4.87
03 Baja California Sur,55-59 años,DEFF,1.32,1.39,1.4
03 Baja California Sur,60-64 años,Valor,"19,493","10,141","9,352"
03 Baja California Sur,60-64 años,Error estándar,929,566,511
03 Baja California Sur,60-64 años,Límite inferior de confianza,"17,964","9,210","8,510"
03 Baja California Sur,60-64 años,Límite superior de confianza,"21,022","11,072","10,194"
03 Baja California Sur,60-64 años,Coeficiente de variación,4.77,5.58,5.47
03 Baja California Sur,60-64 años,DEFF,1.36,1.49,1.44
03 Baja California Sur,65-69 años,Valor,"15,092","7,293","7,799"
03 Baja California Sur,65-69 años,Error estándar,808,450,521
03 Baja California Sur,65-69 años,Límite inferior de confianza,"13,762","6,553","6,942"
03 Baja California Sur,65-69 años,Límite superior de confianza,"16,422","8,033","8,656"
03 Baja California Sur,65-69 años,Coeficiente de variación,5.36,6.16,6.68
03 Baja California Sur,65-69 años,DEFF,1.57,1.56,1.9
03 Baja California Sur,70-74 años,Valor,"10,256","5,049","5,207"
03 Baja California Sur,70-74 años,Error estándar,569,383,339
03 Baja California Sur,70-74 años,Límite inferior de confianza,"9,319","4,418","4,649"
03 Baja California Sur,70-74 años,Límite superior de confianza,"11,193","5,680","5,765"
03 Baja California Sur,70-74 años,Coeficiente de variación,5.55,7.59,6.51
03 Baja California Sur,70-74 años,DEFF,1.37,1.76,1.46
03 Baja California Sur,75 años y más,Valor,"13,176","5,729","7,447"
03 Baja California Sur,75 años y más,Error estándar,782,328,561
03 Baja California Sur,75 años y más,Límite inferior de confianza,"11,889","5,189","6,523"
03 Baja California Sur,75 años y más,Límite superior de confianza,"14,463","6,269","8,371"
03 Baja California Sur,75 años y más,Coeficiente de variación,5.93,5.72,7.54
03 Baja California Sur,75 años y más,DEFF,1.53,1.21,1.89
03 Baja California Sur,No especificado,Valor,483,236,247
03 Baja California Sur,No especificado,Error estándar,98,79,57
03 Baja California Sur,No especificado,Límite inferior de confianza,322,106,153
03 Baja California Sur,No especificado,Límite superior de confianza,644,366,341
03 Baja California Sur,No especificado,Coeficiente de variación,20.19,33.35,23.11
03 Baja California Sur,No especificado,DEFF,1.89,2.88,1.4
04 Campeche,Total,Valor,"899,931","441,276","458,655"
04 Campeche,Total,Error estándar,"22,203","10,652","11,773"
04 Campeche,Total,Límite inferior de confianza,"863,394","423,747","439,282"
04 Campeche,Total,Límite superior de confianza,"936,468","458,805","478,028"
04 Campeche,Total,Coeficiente de variación,2.47,2.41,2.57
04 Campeche,Total,DEFF,2.5,1.18,1.38
04 Campeche,00-04 años,Valor,"83,155","41,689","41,466"
04 Campeche,00-04 años,Error estándar,"2,340","1,282","1,275"
04 Campeche,00-04 años,Límite inferior de confianza,"79,304","39,579","39,368"
04 Campeche,00-04 años,Límite superior de confianza,"87,006","43,799","43,564"
04 Campeche,00-04 años,Coeficiente de variación,2.81,3.08,3.07
04 Campeche,00-04 años,DEFF,0.93,1.02,1.02
04 Campeche,05-09 años,Valor,"80,830","40,514","40,316"
04 Campeche,05-09 años,Error estándar,"2,324","1,337","1,332"
04 Campeche,05-09 años,Límite inferior de confianza,"77,005","38,314","38,124"
04 Campeche,05-09 años,Límite superior de confianza,"84,655","42,714","42,508"
04 Campeche,05-09 años,Coeficiente de variación,2.88,3.3,3.3
04 Campeche,05-09 años,DEFF,1.02,1.17,1.23
04 Campeche,10-14 años,Valor,"81,442","40,965","40,477"
04 Campeche,10-14 años,Error estándar,"2,256","1,286","1,261"
04 Campeche,10-14 años,Límite inferior de confianza,"77,730","38,848","38,401"
04 Campeche,10-14 años,Límite superior de confianza,"85,154","43,082","42,553"
04 Campeche,10-14 años,Coeficiente de variación,2.77,3.14,3.12
04 Campeche,10-14 años,DEFF,0.97,1.1,1.12
04 Campeche,15-19 años,Valor,"80,913","40,026","40,887"
04 Campeche,15-19 años,Error estándar,"2,269","1,215","1,299"
04 Campeche,15-19 años,Límite inferior de confianza,"77,179","38,026","38,749"
04 Campeche,15-19 años,Límite superior de confianza,"84,647","42,026","43,025"
04 Campeche,15-19 años,Coeficiente de variación,2.8,3.04,3.18
04 Campeche,15-19 años,DEFF,0.99,1.04,1.16
04 Campeche,20-24 años,Valor,"84,382","41,637","42,745"
04 Campeche,20-24 años,Error estándar,"3,117","1,682","1,599"
04 Campeche,20-24 años,Límite inferior de confianza,"79,252","38,869","40,114"
04 Campeche,20-24 años,Límite superior de confianza,"89,512","44,405","45,376"
04 Campeche,20-24 años,Coeficiente de variación,3.69,4.04,3.74
04 Campeche,20-24 años,DEFF,1.6,1.71,1.55
04 Campeche,25-29 años,Valor,"75,741","36,243","39,498"
04 Campeche,25-29 años,Error estándar,"2,512","1,249","1,488"
04 Campeche,25-29 años,Límite inferior de confianza,"71,607","34,188","37,050"
04 Campeche,25-29 años,Límite superior de confianza,"79,875","38,298","41,946"
04 Campeche,25-29 años,Coeficiente de variación,3.32,3.45,3.77
04 Campeche,25-29 años,DEFF,1.3,1.24,1.57
04 Campeche,30-34 años,Valor,"72,342","34,149","38,193"
04 Campeche,30-34 años,Error estándar,"2,505","1,262","1,372"
04 Campeche,30-34 años,Límite inferior de confianza,"68,220","32,073","35,935"
04 Campeche,30-34 años,Límite superior de confianza,"76,464","36,225","40,451"
04 Campeche,30-34 años,Coeficiente de variación,3.46,3.7,3.59
04 Campeche,30-34 años,DEFF,1.33,1.33,1.39
04 Campeche,35-39 años,Valor,"66,278","32,042","34,236"
04 Campeche,35-39 años,Error estándar,"2,246","1,154","1,244"
04 Campeche,35-39 años,Límite inferior de confianza,"62,582","30,143","32,188"
04 Campeche,35-39 años,Límite superior de confianza,"69,974","33,941","36,284"
04 Campeche,35-39 años,Coeficiente de variación,3.39,3.6,3.63
04 Campeche,35-39 años,DEFF,1.32,1.35,1.4
04 Campeche,40-44 años,Valor,"60,746","30,218","30,528"
04 Campeche,40-44 años,Error estándar,"1,921","1,043","1,049"
04 Campeche,40-44 años,Límite inferior de confianza,"57,585","28,502","28,801"
04 Campeche,40-44 años,Límite superior de confianza,"63,907","31,934","32,255"
04 Campeche,40-44 años,Coeficiente de variación,3.16,3.45,3.44
04 Campeche,40-44 años,DEFF,1.17,1.26,1.28
04 Campeche,45-49 años,Valor,"48,850","23,349","25,501"
04 Campeche,45-49 años,Error estándar,"1,673",890,"1,008"
04 Campeche,45-49 años,Límite inferior de confianza,"46,097","21,884","23,842"
04 Campeche,45-49 años,Límite superior de confianza,"51,603","24,814","27,160"
04 Campeche,45-49 años,Coeficiente de variación,3.42,3.81,3.95
04 Campeche,45-49 años,DEFF,1.36,1.45,1.61
04 Campeche,50-54 años,Valor,"44,517","21,326","23,191"
04 Campeche,50-54 años,Error estándar,"1,464",742,895
04 Campeche,50-54 años,Límite inferior de confianza,"42,107","20,105","21,719"
04 Campeche,50-54 años,Límite superior de confianza,"46,927","22,547","24,663"
04 Campeche,50-54 años,Coeficiente de variación,3.29,3.48,3.86
04 Campeche,50-54 años,DEFF,1.28,1.27,1.54
04 Campeche,55-59 años,Valor,"34,347","16,597","17,750"
04 Campeche,55-59 años,Error estándar,"1,300",666,789
04 Campeche,55-59 años,Límite inferior de confianza,"32,207","15,500","16,452"
04 Campeche,55-59 años,Límite superior de confianza,"36,487","17,694","19,048"
04 Campeche,55-59 años,Coeficiente de variación,3.79,4.02,4.44
04 Campeche,55-59 años,DEFF,1.59,1.53,1.9
04 Campeche,60-64 años,Valor,"27,767","13,205","14,562"
04 Campeche,60-64 años,Error estándar,"1,138",596,693
04 Campeche,60-64 años,Límite inferior de confianza,"25,894","12,225","13,422"
04 Campeche,60-64 años,Límite superior de confianza,"29,640","14,185","15,702"
04 Campeche,60-64 años,Coeficiente de variación,4.1,4.51,4.76
04 Campeche,60-64 años,DEFF,1.69,1.66,1.97
04 Campeche,65-69 años,Valor,"20,528","10,462","10,066"
04 Campeche,65-69 años,Error estándar,990,525,591
04 Campeche,65-69 años,Límite inferior de confianza,"18,899","9,598","9,093"
04 Campeche,65-69 años,Límite superior de confianza,"22,157","11,326","11,039"
04 Campeche,65-69 años,Coeficiente de variación,4.82,5.02,5.88
04 Campeche,65-69 años,DEFF,2.01,1.88,2.34
04 Campeche,70-74 años,Valor,"14,323","7,127","7,196"
04 Campeche,70-74 años,Error estándar,714,391,449
04 Campeche,70-74 años,Límite inferior de confianza,"13,149","6,484","6,457"
04 Campeche,70-74 años,Límite superior de confianza,"15,497","7,770","7,935"
04 Campeche,70-74 años,Coeficiente de variación,4.98,5.48,6.24
04 Campeche,70-74 años,DEFF,1.94,1.93,2.24
04 Campeche,75 años y más,Valor,"23,320","11,518","11,802"
04 Campeche,75 años y más,Error estándar,"1,174",557,738
04 Campeche,75 años y más,Límite inferior de confianza,"21,388","10,601","10,588"
04 Campeche,75 años y más,Límite superior de confianza,"25,252","12,435","13,016"
04 Campeche,75 años y más,Coeficiente de variación,5.03,4.84,6.25
04 Campeche,75 años y más,DEFF,1.96,1.66,2.4
04 Campeche,No especificado,Valor,450,209,241
04 Campeche,No especificado,Error estándar,87,59,65
04 Campeche,No especificado,Límite inferior de confianza,306,112,134
04 Campeche,No especificado,Límite superior de confianza,594,306,348
04 Campeche,No especificado,Coeficiente de variación,19.43,28.34,26.87
04 Campeche,No especificado,DEFF,2.5,2.44,3.03
05 Coahuila de Zaragoza,Total,Valor,"2,954,915","1,462,612","1,492,303"
05 Coahuila de Zaragoza,Total,Error estándar,"48,186","24,107","24,418"
05 Coahuila de Zaragoza,Total,Límite inferior de confianza,"2,875,643","1,422,954","1,452,133"
05 Coahuila de Zaragoza,Total,Límite superior de confianza,"3,034,187","1,502,270","1,532,473"
05 Coahuila de Zaragoza,Total,Coeficiente de variación,1.63,1.65,1.64
05 Coahuila de Zaragoza,Total,DEFF,3.62,1.72,1.69
05 Coahuila de Zaragoza,00-04 años,Valor,"274,796","139,896","134,900"
05 Coahuila de Zaragoza,00-04 años,Error estándar,"6,015","3,314","3,121"
05 Coahuila de Zaragoza,00-04 años,Límite inferior de confianza,"264,901","134,443","129,766"
05 Coahuila de Zaragoza,00-04 años,Límite superior de confianza,"284,691","145,349","140,034"
05 Coahuila de Zaragoza,00-04 años,Coeficiente de variación,2.19,2.37,2.31
05 Coahuila de Zaragoza,00-04 años,DEFF,1.6,1.67,1.58
05 Coahuila de Zaragoza,05-09 años,Valor,"270,275","137,457","132,818"
05 Coahuila de Zaragoza,05-09 años,Error estándar,"5,641","2,918","3,141"
05 Coahuila de Zaragoza,05-09 años,Límite inferior de confianza,"260,996","132,657","127,651"
05 Coahuila de Zaragoza,05-09 años,Límite superior de confianza,"279,554","142,257","137,985"
05 Coahuila de Zaragoza,05-09 años,Coeficiente de variación,2.09,2.12,2.36
05 Coahuila de Zaragoza,05-09 años,DEFF,1.45,1.37,1.61
05 Coahuila de Zaragoza,10-14 años,Valor,"282,065","142,640","139,425"
05 Coahuila de Zaragoza,10-14 años,Error estándar,"5,718","3,175","2,954"
05 Coahuila de Zaragoza,10-14 años,Límite inferior de confianza,"272,658","137,417","134,565"
05 Coahuila de Zaragoza,10-14 años,Límite superior de confianza,"291,472","147,863","144,285"
05 Coahuila de Zaragoza,10-14 años,Coeficiente de variación,2.03,2.23,2.12
05 Coahuila de Zaragoza,10-14 años,DEFF,1.38,1.44,1.38
05 Coahuila de Zaragoza,15-19 años,Valor,"269,749","138,541","131,208"
05 Coahuila de Zaragoza,15-19 años,Error estándar,"5,033","2,845","2,629"
05 Coahuila de Zaragoza,15-19 años,Límite inferior de confianza,"261,470","133,860","126,883"
05 Coahuila de Zaragoza,15-19 años,Límite superior de confianza,"278,028","143,222","135,533"
05 Coahuila de Zaragoza,15-19 años,Coeficiente de variación,1.87,2.05,2
05 Coahuila de Zaragoza,15-19 años,DEFF,1.25,1.35,1.26
05 Coahuila de Zaragoza,20-24 años,Valor,"257,775","128,211","129,564"
05 Coahuila de Zaragoza,20-24 años,Error estándar,"4,898","2,636","2,641"
05 Coahuila de Zaragoza,20-24 años,Límite inferior de confianza,"249,717","123,875","125,220"
05 Coahuila de Zaragoza,20-24 años,Límite superior de confianza,"265,833","132,547","133,908"
05 Coahuila de Zaragoza,20-24 años,Coeficiente de variación,1.9,2.06,2.04
05 Coahuila de Zaragoza,20-24 años,DEFF,1.3,1.36,1.33
05 Coahuila de Zaragoza,25-29 años,Valor,"214,822","106,419","108,403"
05 Coahuila de Zaragoza,25-29 años,Error estándar,"4,552","2,395","2,457"
05 Coahuila de Zaragoza,25-29 años,Límite inferior de confianza,"207,333","102,478","104,361"
05 Coahuila de Zaragoza,25-29 años,Límite superior de confianza,"222,311","110,360","112,445"
05 Coahuila de Zaragoza,25-29 años,Coeficiente de variación,2.12,2.25,2.27
05 Coahuila de Zaragoza,25-29 años,DEFF,1.54,1.57,1.57
05 Coahuila de Zaragoza,30-34 años,Valor,"215,484","105,687","109,797"
05 Coahuila de Zaragoza,30-34 años,Error estándar,"5,302","2,722","2,856"
05 Coahuila de Zaragoza,30-34 años,Límite inferior de confianza,"206,762","101,209","105,098"
05 Coahuila de Zaragoza,30-34 años,Límite superior de confianza,"224,206","110,165","114,496"
05 Coahuila de Zaragoza,30-34 años,Coeficiente de variación,2.46,2.58,2.6
05 Coahuila de Zaragoza,30-34 años,DEFF,1.82,1.82,1.82
05 Coahuila de Zaragoza,35-39 años,Valor,"219,132","107,127","112,005"
05 Coahuila de Zaragoza,35-39 años,Error estándar,"4,661","2,473","2,453"
05 Coahuila de Zaragoza,35-39 años,Límite inferior de confianza,"211,464","103,058","107,969"
05 Coahuila de Zaragoza,35-39 años,Límite superior de confianza,"226,800","111,196","116,041"
05 Coahuila de Zaragoza,35-39 años,Coeficiente de variación,2.13,2.31,2.19
05 Coahuila de Zaragoza,35-39 años,DEFF,1.45,1.51,1.41
05 Coahuila de Zaragoza,40-44 años,Valor,"213,557","101,645","111,912"
05 Coahuila de Zaragoza,40-44 años,Error estándar,"4,286","2,168","2,419"
05 Coahuila de Zaragoza,40-44 años,Límite inferior de confianza,"206,507","98,078","107,933"
05 Coahuila de Zaragoza,40-44 años,Límite superior de confianza,"220,607","105,212","115,891"
05 Coahuila de Zaragoza,40-44 años,Coeficiente de variación,2.01,2.13,2.16
05 Coahuila de Zaragoza,40-44 años,DEFF,1.33,1.36,1.38
05 Coahuila de Zaragoza,45-49 años,Valor,"173,262","85,128","88,134"
05 Coahuila de Zaragoza,45-49 años,Error estándar,"3,462","1,817","1,925"
05 Coahuila de Zaragoza,45-49 años,Límite inferior de confianza,"167,567","82,139","84,967"
05 Coahuila de Zaragoza,45-49 años,Límite superior de confianza,"178,957","88,117","91,301"
05 Coahuila de Zaragoza,45-49 años,Coeficiente de variación,2,2.13,2.18
05 Coahuila de Zaragoza,45-49 años,DEFF,1.33,1.35,1.4
05 Coahuila de Zaragoza,50-54 años,Valor,"154,288","73,659","80,629"
05 Coahuila de Zaragoza,50-54 años,Error estándar,"3,098","1,629","1,762"
